"item_id","subject","domain","question","answer","correct_answer","is_correct","confidence","model"
"452","professional_law","applied_professional","A law clerk normally worked from 9:00 a. m. to5:00 p. m. each day, or an average","A","D","False","95","google/gemini-2.5-pro"
"453","human_sexuality","humanities","Stan is out having a few beers with some friends. Which of the following will be","C","C","True","100","google/gemini-2.5-pro"
"454","philosophy","humanities","According to Butler, the degree to which one acts compassionately depends on:","C","C","True","100","google/gemini-2.5-pro"
"455","high_school_biology","natural_science","Which of the following statements about trypsin is NOT true?","C","C","True","100","google/gemini-2.5-pro"
"456","high_school_biology","natural_science","Stretching out from the equator is a wide belt of tropical rain forests that are","B","B","True","100","google/gemini-2.5-pro"
"457","conceptual_physics","natural_science","When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle","C","C","True","100","google/gemini-2.5-pro"
"458","professional_accounting","applied_professional","King, Inc. owns 70% of Simmon Co’s outstanding common stock. King’s liabilities ","B","B","True","100","google/gemini-2.5-pro"
"459","clinical_knowledge","applied_professional","For very high force contractions lasting 1-2 seconds, the initial energy source ","D","D","True","100","google/gemini-2.5-pro"
"460","computer_security","formal_reasoning","A/an ___________ is a program that steals your logins & passwords for instant me","A","A","True","100","google/gemini-2.5-pro"
"461","high_school_european_history","factual_recall","This question refers to the following information.
""The Italian nation has been ","B","D","False","100","google/gemini-2.5-pro"
"462","miscellaneous","factual_recall","What term describes a tribe that has no set homeland and wanders from place to p","A","A","True","100","google/gemini-2.5-pro"
"463","high_school_mathematics","formal_reasoning","On her previous five attempts Sarah had achieved times, in seconds, of 86, 94, 9","B","B","True","100","google/gemini-2.5-pro"
"464","high_school_geography","factual_recall","Which of the following is LEAST associated with the development of alluvial land","D","D","True","100","google/gemini-2.5-pro"
"465","electrical_engineering","formal_reasoning","The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of ","C","C","True","100","google/gemini-2.5-pro"
"466","logical_fallacies","formal_reasoning","The fallacy of reprehensible personality is a specific type of","A","A","True","95","google/gemini-2.5-pro"
"467","college_chemistry","natural_science","Of the following ionic substances, which has the greatest lattice enthalpy?","A","A","True","100","google/gemini-2.5-pro"
"468","formal_logic","formal_reasoning","Identify the conclusion of the following argument. All of psychology has gotten ","D","D","True","100","google/gemini-2.5-pro"
"469","high_school_macroeconomics","social_moral","In order to reduce or eliminate crowding out expansionary fiscal policy can be a","C","C","True","100","google/gemini-2.5-pro"
"470","professional_law","applied_professional","A state enacted a statute that authorized the payment of state funds to any priv","B","B","True","95","google/gemini-2.5-pro"
"471","high_school_biology","natural_science","Which of the changes below following the start codon in an mRNA would most likel","A","A","True","100","google/gemini-2.5-pro"
"472","world_religions","factual_recall"," What does ""Svetambara"" mean?","C","C","True","100","google/gemini-2.5-pro"
"473","miscellaneous","factual_recall","What French city is home to a famous international film festival each spring?","A","A","True","100","google/gemini-2.5-pro"
"474","electrical_engineering","formal_reasoning","A metal surface with 1 meter radius and surface charge density of 20 coulombs / ","B","B","True","90","google/gemini-2.5-pro"
"475","miscellaneous","factual_recall","When Corporation X pays out $300,000 in salaries, which of the following is the ","B","B","True","100","google/gemini-2.5-pro"
"476","high_school_computer_science","formal_reasoning","An online store uses 6-bit binary sequences to identify each unique item for sal","C","C","True","100","google/gemini-2.5-pro"
"477","professional_law","applied_professional","A consumer from State A filed a $100,000 products liabilityaction in federal cou","D","D","True","95","google/gemini-2.5-pro"
"478","abstract_algebra","formal_reasoning","(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is","D","D","True","100","google/gemini-2.5-pro"
"479","college_computer_science","formal_reasoning","Languages with a structure that implements abstract data types (e.g., a C++ clas","D","D","True","100","google/gemini-2.5-pro"
"480","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","100","google/gemini-2.5-pro"
"481","prehistory","factual_recall","What is the Aztec word for a spear-throwing device developed in Europe more than","B","B","True","100","google/gemini-2.5-pro"
"482","philosophy","humanities","Epictetus recommends that we act:","C","C","True","100","google/gemini-2.5-pro"
"483","high_school_macroeconomics","social_moral","U.S. real GDP most likely falls when","D","D","True","100","google/gemini-2.5-pro"
"484","high_school_psychology","humanities","A game show like Jeopardy! asks players to demonstrate which of the following ty","B","B","True","100","google/gemini-2.5-pro"
"485","formal_logic","formal_reasoning"," Construct a complete truth table for the following argument. Then, using the tr","A","A","True","100","google/gemini-2.5-pro"
"486","clinical_knowledge","applied_professional","If the mean rate of oxygen consumption of a male athlete during a training sessi","D","D","True","100","google/gemini-2.5-pro"
"487","moral_disputes","social_moral"," According to Lukianoff and Haidt, institutionalizing vindictive protectiveness ","D","C","False","100","google/gemini-2.5-pro"
"488","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"489","high_school_mathematics","formal_reasoning","How many numbers are in the list $ -36, -29, -22, \ldots, 41, 48?$","C","C","True","100","google/gemini-2.5-pro"
"490","human_aging","factual_recall","We want our measures to be as reliable as possible; reliability refers to","C","C","True","100","google/gemini-2.5-pro"
"491","high_school_psychology","humanities","In classical conditioning the learner learns to associate the unconditioned stim","B","B","True","100","google/gemini-2.5-pro"
"492","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"493","econometrics","social_moral","The fixed effects panel model is also sometimes known as","B","B","True","100","google/gemini-2.5-pro"
"494","moral_disputes","social_moral"," According to Nathanson, criminals who commit murder forfeit their right to","B","C","False","100","google/gemini-2.5-pro"
"495","electrical_engineering","formal_reasoning","Commutator in DC generator is used for","D","D","True","100","google/gemini-2.5-pro"
"496","college_computer_science","formal_reasoning","One approach to handling fuzzy logic data might be to design a computer using te","C","C","True","100","google/gemini-2.5-pro"
"497","professional_law","applied_professional","A defendant was on the first day of her new secretarial job when her boss called","A","B","False","95","google/gemini-2.5-pro"
"498","high_school_chemistry","natural_science","Which of the following does not contain oxygen?","B","B","True","100","google/gemini-2.5-pro"
"499","college_physics","natural_science","Protons used in cancer therapy are typically accelerated to about 0.6c. How much","A","A","True","100","google/gemini-2.5-pro"
"500","high_school_european_history","factual_recall","This question refers to the following information.
""After all the slaves had bee","C","C","True","100","google/gemini-2.5-pro"
"501","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","95","google/gemini-2.5-pro"
"502","college_mathematics","formal_reasoning","For which value of n are there exactly two abelian groups of order n up to isomo","A","A","True","100","google/gemini-2.5-pro"
"503","management","applied_professional","What is a social enterprise concerned with?","D","D","True","100","google/gemini-2.5-pro"
"504","elementary_mathematics","formal_reasoning","What is the quotient for the expression 2,314 / 4?","D","D","True","100","google/gemini-2.5-pro"
"505","college_physics","natural_science","The energy required to remove both electrons from the helium atom in its ground ","A","A","True","100","google/gemini-2.5-pro"
"506","clinical_knowledge","applied_professional","Dopamine is prescribed at a rate of 4 micrograms/kg/min. For a 65 kg person, how","B","B","True","100","google/gemini-2.5-pro"
"507","international_law","factual_recall","Who is a 'persistent objector'?","C","C","True","100","google/gemini-2.5-pro"
"508","human_aging","factual_recall","Older adults generally perform very well when their _____ memory is tested.","D","D","True","100","google/gemini-2.5-pro"
"509","college_biology","natural_science","A behavioral response called a fixed action pattern shown by animals","B","B","True","95","google/gemini-2.5-pro"
"510","miscellaneous","factual_recall","Which of these measurements is equal to one square foot?","D","D","True","100","google/gemini-2.5-pro"
"511","computer_security","formal_reasoning","Which of the following are benefits of penetration testing?","A","A","True","100","google/gemini-2.5-pro"
"512","high_school_microeconomics","social_moral","Which of the following statements is true for a firm in a perfectly competitive ","D","D","True","100","google/gemini-2.5-pro"
"513","high_school_microeconomics","social_moral","You are told that the cross-price elasticity between goods X and Y is +2.0. This","D","D","True","100","google/gemini-2.5-pro"
"514","high_school_biology","natural_science","Which of the following is NOT a characteristic of bacteria?","B","B","True","100","google/gemini-2.5-pro"
"515","nutrition","factual_recall","In which form is selenium found in the 25 human selenoproteins?
","B","B","True","100","google/gemini-2.5-pro"
"516","professional_law","applied_professional","For which of the following preliminary questions of fact will the trial court ju","C","C","True","100","google/gemini-2.5-pro"
"517","nutrition","factual_recall","Which of the following will increase in vitamin D deficiency?
","C","C","True","100","google/gemini-2.5-pro"
"518","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","A","False","95","google/gemini-2.5-pro"
"519","moral_disputes","social_moral"," According to Kant, all imperatives are expressed by the word","B","B","True","100","google/gemini-2.5-pro"
"520","moral_disputes","social_moral"," Which of the following statements best describes Gill's response to the argumen","D","D","True","100","google/gemini-2.5-pro"
"521","high_school_physics","natural_science","A box of mass m slides on a horizontal surface with initial speed v0. It feels n","A","A","True","100","google/gemini-2.5-pro"
"522","high_school_biology","natural_science","Which of the following about meiosis is NOT true?","C","C","True","100","google/gemini-2.5-pro"
"523","college_mathematics","formal_reasoning","For which p is the norm ||x||_p expressable as an inner product?","B","B","True","100","google/gemini-2.5-pro"
"524","high_school_psychology","humanities","Children are most likely to grow up more competent and responsible when they are","B","B","True","100","google/gemini-2.5-pro"
"525","philosophy","humanities","If you assume that a set of statements is true, and yet you can deduce a false o","D","D","True","100","google/gemini-2.5-pro"
"526","elementary_mathematics","formal_reasoning","Yesterday, Micah ate an even number of strawberries. He also ate an odd number o","D","D","True","100","google/gemini-2.5-pro"
"527","high_school_psychology","humanities","Which of the following psychologists would most likely agree with the following ","C","C","True","100","google/gemini-2.5-pro"
"528","high_school_european_history","factual_recall","This question refers to the following information.
The text below is the governm","C","C","True","95","google/gemini-2.5-pro"
"529","high_school_mathematics","formal_reasoning","Ramanujan and Hardy played a game where they both picked a complex number. If th","D","D","True","100","google/gemini-2.5-pro"
"530","moral_disputes","social_moral"," Nathanson supports which of the following kinds of retributivism?","B","B","True","100","google/gemini-2.5-pro"
"531","jurisprudence","applied_professional","The U.S. Congress is empowered by the Commerce Clause and other provisions of th","B","B","True","100","google/gemini-2.5-pro"
"532","high_school_biology","natural_science","Which of the following is not a form of interspecies interaction?","B","B","True","100","google/gemini-2.5-pro"
"533","us_foreign_policy","social_moral","What was the Clinton Administration's policy on the Russian economy?","B","B","True","100","google/gemini-2.5-pro"
"534","logical_fallacies","formal_reasoning","A valid disjunctive syllogism has which of the following characteristics?","B","B","True","100","google/gemini-2.5-pro"
"535","human_sexuality","humanities","__________ occurs when the fertilized egg implants somewhere other than the uter","B","B","True","100","google/gemini-2.5-pro"
"536","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"537","conceptual_physics","natural_science","A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submer","D","D","True","100","google/gemini-2.5-pro"
"538","human_sexuality","humanities","Menstruation is triggered by...","C","C","True","100","google/gemini-2.5-pro"
"539","high_school_us_history","factual_recall","This question refers to the following information.
Here is the case of a woman e","B","D","False","95","google/gemini-2.5-pro"
"540","high_school_microeconomics","social_moral","Which of the following indicates that two goods are complements?","C","C","True","100","google/gemini-2.5-pro"
"541","anatomy","natural_science","If you run your finger down the anterior midline of a patient's extended neck fr","C","C","True","100","google/gemini-2.5-pro"
"542","miscellaneous","factual_recall","Many scientists think that some of the dinosaurs did not go extinct but rather e","C","C","True","100","google/gemini-2.5-pro"
"543","high_school_mathematics","formal_reasoning","The mean of 7 numbers is 15. When an 8th number is added, the mean decreases to ","B","B","True","100","google/gemini-2.5-pro"
"544","high_school_macroeconomics","social_moral","What will happen to the equilibrium price and the equilibrium quantity of good A","A","A","True","100","google/gemini-2.5-pro"
"545","college_biology","natural_science","Monoclonal antisera are distinguished from polyclonal antisera in which of the f","C","C","True","100","google/gemini-2.5-pro"
"546","elementary_mathematics","formal_reasoning","Restate the expression 4(3 + 2) using the Distributive Property. Do not simplify","B","B","True","100","google/gemini-2.5-pro"
"547","high_school_geography","factual_recall","Boundary problems along the United States–Mexico border are caused by which type","D","D","True","100","google/gemini-2.5-pro"
"548","global_facts","factual_recall","About what percentage of the global population was literate in 1950?","B","B","True","100","google/gemini-2.5-pro"
"549","miscellaneous","factual_recall","Which of these foods could you catch at sea?","C","C","True","100","google/gemini-2.5-pro"
"550","philosophy","humanities","A prominent view is that an object has aesthetic value if it _____.","B","C","False","95","google/gemini-2.5-pro"
"551","moral_disputes","social_moral"," According to Altman, expressive harm is","B","A","False","100","google/gemini-2.5-pro"
"552","elementary_mathematics","formal_reasoning","Find the number that makes the statement true: 48 m = Box mm.","A","A","True","100","google/gemini-2.5-pro"
"553","sociology","social_moral","The market model of state welfare is based on the principle of:","A","A","True","100","google/gemini-2.5-pro"
"554","formal_logic","formal_reasoning","Identify the antecedent of the following conditional proposition: The Bees winni","D","D","True","100","google/gemini-2.5-pro"
"555","miscellaneous","factual_recall","Which of these refers to an alcoholic drink laced with a knockout drug?","C","C","True","100","google/gemini-2.5-pro"
"556","virology","factual_recall","How many human polyomaviruses are known at present?","C","A","False","95","google/gemini-2.5-pro"
"557","security_studies","social_moral","What role does the concept of 'human security' have in our understanding of secu","C","C","True","90","google/gemini-2.5-pro"
"558","high_school_psychology","humanities","Free association and dream interpretation frequently characterize which of the f","A","A","True","100","google/gemini-2.5-pro"
"559","professional_accounting","applied_professional","Which of the following factors most likely would cause an accountant not to acce","B","B","True","100","google/gemini-2.5-pro"
"560","professional_psychology","applied_professional","As described by Kobasa et al. (1982), the personality characteristic of hardines","B","B","True","100","google/gemini-2.5-pro"
"561","miscellaneous","factual_recall","What newspaper do Lois Lane and Clark Kent work for?","B","B","True","100","google/gemini-2.5-pro"
"562","high_school_psychology","humanities","One cause of the deinstitutionalization of many psychiatric patients in the mid-","C","C","True","100","google/gemini-2.5-pro"
"563","security_studies","social_moral","Which of the following might be considered part of the 'deepening and broadening","D","D","True","95","google/gemini-2.5-pro"
"564","human_sexuality","humanities","What is cocaine abuse during pregnancy related to?","D","D","True","100","google/gemini-2.5-pro"
"565","professional_psychology","applied_professional","There are specific research designs and strategies used to gain the desired info","A","A","True","100","google/gemini-2.5-pro"
"566","high_school_mathematics","formal_reasoning","Zoey is laying bricks for her patio. The salesman wants to sell Zoey as many bri","C","C","True","100","google/gemini-2.5-pro"
"567","elementary_mathematics","formal_reasoning","Which ratio can form a proportion with 3 over 8?","C","C","True","100","google/gemini-2.5-pro"
"568","high_school_psychology","humanities","In the Harlow study of emotional attachment, infant monkeys were placed in a cag","B","A","False","95","google/gemini-2.5-pro"
"569","philosophy","humanities","Whereas the social sciences (e.g., psychology, sociology, economics) ask questio","B","B","True","95","google/gemini-2.5-pro"
"570","elementary_mathematics","formal_reasoning","The volume, V, of any cube with a side length, s, can be determined using the fo","D","D","True","100","google/gemini-2.5-pro"
"571","professional_accounting","applied_professional","Which of the following is an important consideration when deciding the nature of","C","C","True","100","google/gemini-2.5-pro"
"572","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","100","google/gemini-2.5-pro"
"573","high_school_biology","natural_science","Which of the following is most correct concerning cell differentiation in verteb","B","B","True","100","google/gemini-2.5-pro"
"574","professional_psychology","applied_professional","All of the following are uses of job analysis except","D","D","True","100","google/gemini-2.5-pro"
"575","philosophy","humanities","According to Hume, morality is ultimately based on:","D","D","True","100","google/gemini-2.5-pro"
"576","global_facts","factual_recall","Which of the following countries emitted the most CO2 per capita in 2017?","B","B","True","100","google/gemini-2.5-pro"
"577","nutrition","factual_recall","What is the phenotype of a congenital disorder impairing the secretion of leptin","C","C","True","100","google/gemini-2.5-pro"
"578","high_school_geography","factual_recall","Which of the following is NOT a spread effect in the core-periphery model of dev","D","D","True","100","google/gemini-2.5-pro"
"579","philosophy","humanities","Anscombe claims that on Sidgwick’s view, the badness of an action must be estima","B","B","True","95","google/gemini-2.5-pro"
"580","high_school_physics","natural_science","An object is placed 100 cm from a plane mirror. How far is the image from the ob","C","C","True","100","google/gemini-2.5-pro"
"581","machine_learning","formal_reasoning","Which one of the following is the main reason for pruning a Decision Tree?","D","D","True","100","google/gemini-2.5-pro"
"582","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","100","google/gemini-2.5-pro"
"583","high_school_psychology","humanities","Maria, a bright high school student, fears success. To which of the following co","A","C","False","100","google/gemini-2.5-pro"
"584","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","95","google/gemini-2.5-pro"
"585","abstract_algebra","formal_reasoning","Statement 1 | Every field is also a ring. Statement 2 | Every ring has a multipl","C","C","True","100","google/gemini-2.5-pro"
"586","high_school_mathematics","formal_reasoning","Given the expression: $1990\times1991 - 1989\times1990$. What counting number is","C","C","True","100","google/gemini-2.5-pro"
"587","high_school_chemistry","natural_science","A solution of a weak base is titrated with a solution of a standard strong acid.","A","A","True","100","google/gemini-2.5-pro"
"588","professional_law","applied_professional","A homeowner wished to have his house painted. He contacted a number of house pai","A","A","True","100","google/gemini-2.5-pro"
"589","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"590","miscellaneous","factual_recall","Which of the following artists is an English landscape painter who created a poe","A","A","True","100","google/gemini-2.5-pro"
"591","human_aging","factual_recall","The Kingbergs give us several keys to successful aging; which of the following i","C","C","True","95","google/gemini-2.5-pro"
"592","marketing","applied_professional","Which of the following is the name for a coupon that is included in a package fo","C","C","True","100","google/gemini-2.5-pro"
"593","high_school_psychology","humanities","Which of the following responses was most likely acquired through classical cond","A","A","True","100","google/gemini-2.5-pro"
"594","high_school_statistics","formal_reasoning","A large company has offices in two locations, one in New Jersey and one in Utah.","D","D","True","100","google/gemini-2.5-pro"
"595","high_school_macroeconomics","social_moral","A negative or contractionary supply shock will","D","D","True","100","google/gemini-2.5-pro"
"596","professional_medicine","applied_professional","A 40-year-old male presents to the office with symptoms of odynophagia and gastr","D","D","True","100","google/gemini-2.5-pro"
"597","computer_security","formal_reasoning","____________________ is the anticipation of unauthorized access or break to comp","B","B","True","100","google/gemini-2.5-pro"
"598","professional_medicine","applied_professional","A 40-year-old man with paranoid schizophrenia is transferred to the emergency de","D","D","True","100","google/gemini-2.5-pro"
"599","management","applied_professional","'There is no discernible link between planning and performance'. Who is this pos","D","D","True","100","google/gemini-2.5-pro"
"600","logical_fallacies","formal_reasoning","Another name for the fallacy of accident is","A","A","True","100","google/gemini-2.5-pro"
"601","philosophy","humanities","According to Kant, the supreme principle of morality is:","C","C","True","100","google/gemini-2.5-pro"
"602","high_school_psychology","humanities","Learned helplessness is most likely to be directly related to","C","C","True","100","google/gemini-2.5-pro"
"603","college_physics","natural_science","Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlig","C","C","True","100","google/gemini-2.5-pro"
"604","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"605","elementary_mathematics","formal_reasoning","What is the product of 32 x 67?","D","D","True","100","google/gemini-2.5-pro"
"606","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"607","philosophy","humanities","Hobbes claims that all of the laws of nature can be summarized in the precept:","C","C","True","100","google/gemini-2.5-pro"
"608","moral_disputes","social_moral"," Nagel thinks that the core of the absolutist position is that","D","D","True","95","google/gemini-2.5-pro"
"609","prehistory","factual_recall","According to the author, what did the Olmec have in common that bound them toget","A","A","True","100","google/gemini-2.5-pro"
"610","high_school_world_history","factual_recall","This question refers to the following information.
As for their men there is no ","B","B","True","100","google/gemini-2.5-pro"
"611","human_aging","factual_recall","Presbyopia refers to","D","D","True","100","google/gemini-2.5-pro"
"612","high_school_european_history","factual_recall","This question refers to the following information.
""Buckingham Palace, 10th May ","A","C","False","100","google/gemini-2.5-pro"
"613","high_school_macroeconomics","social_moral","If the cost of the basket of goods and services the Bureau of Labor Statistics u","D","D","True","100","google/gemini-2.5-pro"
"614","philosophy","humanities","Wolf argues that the unattractiveness of the moral saint:","D","D","True","100","google/gemini-2.5-pro"
"615","high_school_physics","natural_science","An electric dipole consists of a pair of equal but opposite point charges of mag","D","D","True","100","google/gemini-2.5-pro"
"616","high_school_geography","factual_recall","You are planning to move from your hometown to Pittsburgh. Along the way, you st","A","A","True","100","google/gemini-2.5-pro"
"617","college_mathematics","formal_reasoning","Let V be the real vector space of all real 2 x 3 matrices, and let W be the real","A","A","True","100","google/gemini-2.5-pro"
"618","electrical_engineering","formal_reasoning","A diode (p-n junction) when reverse biased act as","D","D","True","100","google/gemini-2.5-pro"
"619","high_school_psychology","humanities","Dr. Bonneau helped a company redesign its offices to raise morale and the produc","C","C","True","100","google/gemini-2.5-pro"
"620","high_school_microeconomics","social_moral","Jason cleans swimming pools in a perfectly competitive local market. A profit ma","D","D","True","100","google/gemini-2.5-pro"
"621","college_biology","natural_science","In chloroplasts, a certain protein is found in the lumen of the thylakoid (thyla","C","C","True","100","google/gemini-2.5-pro"
"622","college_biology","natural_science","If the activity of an enzyme is constant over a broad range of pH values, it is ","D","D","True","100","google/gemini-2.5-pro"
"623","business_ethics","applied_professional","What is the enlightened self-interest model of CSR?","C","C","True","100","google/gemini-2.5-pro"
"624","high_school_statistics","formal_reasoning","A company has a choice of three investment schemes. Option I gives a sure $25,00","D","D","True","100","google/gemini-2.5-pro"
"625","high_school_psychology","humanities","Lizette and her family watch the sunset over the ocean. While walking home in th","B","B","True","100","google/gemini-2.5-pro"
"626","high_school_psychology","humanities","The field of psychology arose out of which of the following?","C","C","True","100","google/gemini-2.5-pro"
"627","high_school_biology","natural_science","Two related species evolve in a way that makes them less similar.","A","A","True","100","google/gemini-2.5-pro"
"628","professional_law","applied_professional","A husband and wife were shopping at a local department store when the wife saw a","D","D","True","100","google/gemini-2.5-pro"
"629","prehistory","factual_recall","Why do we know more about Neandertals than other extinct species of premodern hu","B","B","True","100","google/gemini-2.5-pro"
"630","elementary_mathematics","formal_reasoning","There are 230 calories in 4 ounces of a type of ice cream. How many calories are","C","C","True","100","google/gemini-2.5-pro"
"631","high_school_psychology","humanities","Psychoactive substances are drugs that alter consciousness by","C","C","True","100","google/gemini-2.5-pro"
"632","professional_law","applied_professional","A woman was hired by a restaurant as a cashier under an at-will employment contr","C","D","False","90","google/gemini-2.5-pro"
"633","high_school_biology","natural_science","All of the following are stimulated by the sympathetic nervous system EXCEPT","D","D","True","100","google/gemini-2.5-pro"
"634","high_school_psychology","humanities","The president of a company brought in an outside consultant to disagree with him","B","B","True","100","google/gemini-2.5-pro"
"635","formal_logic","formal_reasoning"," Select the best translation into predicate logic: Some athletes don't get injur","B","B","True","100","google/gemini-2.5-pro"
"636","philosophy","humanities","According to Baier, a rule can be said to be for the good of human beings only i","D","D","True","95","google/gemini-2.5-pro"
"637","electrical_engineering","formal_reasoning","A Binary number system has how many digits.","C","C","True","100","google/gemini-2.5-pro"
"638","professional_law","applied_professional","A father conveyed a parcel of real estate to his three daughters by a warranty d","C","C","True","100","google/gemini-2.5-pro"
"639","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","D","False","100","google/gemini-2.5-pro"
"640","high_school_biology","natural_science","Each of the following has a better chance of influencing gene frequencies in sma","C","C","True","100","google/gemini-2.5-pro"
"641","human_sexuality","humanities","What are the experiences when a sexual addict has completed the sexual act?","A","A","True","95","google/gemini-2.5-pro"
"642","elementary_mathematics","formal_reasoning","Which group of numbers is in order from least to greatest?","C","C","True","100","google/gemini-2.5-pro"
"643","security_studies","social_moral","What kind of actors are involved in the defence trade?","C","C","True","100","google/gemini-2.5-pro"
"644","elementary_mathematics","formal_reasoning","Estimate 711 + 497. The sum is between which numbers?","D","D","True","100","google/gemini-2.5-pro"
"645","college_physics","natural_science","The eigenvalues of a Hermitian operator are always","A","A","True","100","google/gemini-2.5-pro"
"646","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","100","google/gemini-2.5-pro"
"647","anatomy","natural_science","Which of the following bones has a process that joins with the zygomatic bone to","B","B","True","100","google/gemini-2.5-pro"
"648","miscellaneous","factual_recall","What biological process replicates DNA?","B","B","True","100","google/gemini-2.5-pro"
"649","logical_fallacies","formal_reasoning","We must assume that he is a Communist, because he says that he is not, and we kn","D","B","False","100","google/gemini-2.5-pro"
"650","miscellaneous","factual_recall","According to a popular slogan what state should people not 'mess with'?","B","B","True","100","google/gemini-2.5-pro"
"651","machine_learning","formal_reasoning","Statement 1| The ID3 algorithm is guaranteed to find the optimal decision tree. ","B","B","True","100","google/gemini-2.5-pro"
"652","business_ethics","applied_professional","Predatory pricing.","A","D","False","1","google/gemini-2.5-pro"
"653","professional_accounting","applied_professional","An auditor may provide an issuer client any of the following nonaudit services w","C","C","True","100","google/gemini-2.5-pro"
"654","high_school_geography","factual_recall","Johnny and Susie are moving to Scotland to renovate and live in the family castl","C","C","True","100","google/gemini-2.5-pro"
"655","conceptual_physics","natural_science","The vibrations in a transverse wave move in a direction","B","B","True","100","google/gemini-2.5-pro"
"656","high_school_psychology","humanities","What color are the shortest electromagnetic waves humans can see?","B","B","True","100","google/gemini-2.5-pro"
"657","econometrics","social_moral","Consider the OLS estimator for the standard error of the slope coefficient. Whic","D","D","True","100","google/gemini-2.5-pro"
"658","professional_psychology","applied_professional","A mother complains thar her 15-year-old daughter “lives like a pig, she is so sl","A","A","True","100","google/gemini-2.5-pro"
"659","moral_disputes","social_moral"," Aquinas's moral theory is a version of","B","B","True","100","google/gemini-2.5-pro"
"660","professional_law","applied_professional","Two volleyball teams that played in adjoining areas were competing in the Nation","B","B","True","100","google/gemini-2.5-pro"
"661","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","100","google/gemini-2.5-pro"
"662","conceptual_physics","natural_science","When you squeeze an air-filled party balloon, you increase its","D","D","True","100","google/gemini-2.5-pro"
"663","high_school_psychology","humanities","Today, it is unlikely that a psychologist could condition a baby to fear a rat a","B","B","True","100","google/gemini-2.5-pro"
"664","electrical_engineering","formal_reasoning","In binary number system the first digit (bit) from right to left is called as","A","A","True","100","google/gemini-2.5-pro"
"665","philosophy","humanities","Epictetus claims that the only thing one can call one’s own is:","A","A","True","100","google/gemini-2.5-pro"
"666","philosophy","humanities","Nagel claims that prior to reflection, it is plausible that people cannot be mor","C","C","True","100","google/gemini-2.5-pro"
"667","high_school_mathematics","formal_reasoning","Which of the following could NOT be the sides of an isosceles triangle?","B","B","True","100","google/gemini-2.5-pro"
"668","high_school_psychology","humanities","Which of the following is an example of a person who suffers from anterograde am","C","C","True","100","google/gemini-2.5-pro"
"669","prehistory","factual_recall","Researchers who study humans by residing in particular societies and observing t","B","B","True","100","google/gemini-2.5-pro"
"670","professional_law","applied_professional","A landowner, her aunt, and her brother are the owners of three contiguous lots. ","A","A","True","95","google/gemini-2.5-pro"
"671","world_religions","factual_recall","Which form of Buddhism focuses on social engagement that attracts lay participat","C","C","True","100","google/gemini-2.5-pro"
"672","machine_learning","formal_reasoning","After applying a regularization penalty in linear regression, you find that some","D","D","True","100","google/gemini-2.5-pro"
"673","professional_law","applied_professional","A man participated in a bank robbery as the driver of the getaway vehicle. The o","D","D","True","100","google/gemini-2.5-pro"
"674","professional_law","applied_professional","At a defendant's trial for drug dealing, a prosecution witness testified that he","C","C","True","100","google/gemini-2.5-pro"
"675","miscellaneous","factual_recall","Assume that the marginal propensity to consume increased from 0.75 in year 1 to ","B","B","True","100","google/gemini-2.5-pro"
"676","professional_accounting","applied_professional","Which of the following procedures would an auditor most likely complete to test ","A","A","True","100","google/gemini-2.5-pro"
"677","philosophy","humanities","In Aquinas’s view, acts of prudence are solely about matters of:","C","C","True","100","google/gemini-2.5-pro"
"678","professional_medicine","applied_professional","A 22-year-old male presents to the office with a 5-day history of diarrhea after","D","D","True","100","google/gemini-2.5-pro"
